country,industry,ai_tool,adoption_rate,daily_active_users,year,user_feedback,age_group,company_size
Brazil,Manufacturing,ChatGPT,72.19,9427,2023,GtbHPlkGmWwFNGSKQbjjyQm GImQLvrcHINznCljTbZFGFvrshgQzXRoJEyT WtKVPtsQzBdaruFSaaTUPBVTIIUqkthUemfuDShC trzlnJBbMBIJwoGZwxLDMnPPVFmFCmRkORwNatyucaiDbdOK,45-54,Startup
South Korea,Manufacturing,Midjourney,95.91,4607,2024,HlW mFirjLpJdbEksYNesRtVkK EmRAZQUYSmQSEnsEGKZaNdpHZiyXTorLvaOzRyFMHoYjIptHAzOGRBgSMiomBegNCoNJtoJf MruurdKHIuWLyke WgygYMfIKAAOjEzloTSKXaYnpJYltoGoof,25-34,SME
USA,Manufacturing,ChatGPT,9.61,568,2024,MMjsXcVNORDRCpIOhbYdvmLHJGMAtFFHOjUSnDClhDPzSlKjPfzjXytxBUovOVBoONhTuywXMDf tENurxrgZQFfGthhitjlWyDhNwhlGxZxqJGmfCzMoysdpYcEfpCPfsXEIvUMNiXDQQDOAxnPVJ,55+,Startup
Canada,Manufacturing,Midjourney,33.32,3483,2024,kWXwkGntZvLuPAmChBOfQrxXisrcZJR JpQUYQgunXyMwbcDUHYfLnPeCbezeFVPvXNzNgUz SrNlshNRXRSnZIGuLnkxFSKPGRYvAvqaAGgphxaF rhnPjmGugnZbxuDNvcyrtMlfu gFxmfGL ti,25-34,SME
USA,Manufacturing,Midjourney,61.94,6168,2023,ofNPsyOXkJhTllCnLOkLeYRKjnWUNdmnQXGGaAPZefNyel AfngfnanHmBynXSvHTbkOOPonkhlyXYwfDcdJdbZIrKSklFQOflrFRfMFdGrPVgwfHnwykBBQZIkxUOhJAsjsfJaVCRXxtUilqXHaOI,55+,SME
France,Manufacturing,Midjourney,54.82,8455,2023,QkPYrufMGexpNsN cwIfZzWFETgOAPufPSLvyOSUFErcLOKjiyorAjNPvsoyxrlcAnRnjAPUYTcyFSYWvPnEcrNteCskAxVIQse EjJUKHGlfmIpVlpNzScijuvHpzmKFRstCcahGAJGncDovyEdFb,55+,SME
South Korea,Manufacturing,Midjourney,24.29,677,2023,uSxeFnEpKgOxMZIhNHOyQAzpiJSnrIlJKCcQgHSdgPNlImimkxyqGoFUlotqHifHeJrQjbZqQlsfPSwlWzPLcGXBNRzngHXBUDQhcsSCYjqYfltvzzYAlqZGjnoUBaPSptPOBtPClnPFhgUXAUWTDD,35-44,Startup
Germany,Manufacturing,Bard,12.14,6739,2024,TKnRSOYbgWiSBEDCNEzgdDuAjtjtLvsJtZH WxvwbBJjGHZtOxDuuPWQSVwsHOUJpQfrGxDmoqnDEreNxUjkgYxgzsVhePthIIPdThclDmUfgfQahEgWDIZYElrjuVGfjuAae xMKZwar zbswWWWj,18-24,Startup
South Korea,Manufacturing,Midjourney,45.78,942,2024,sXIIgLKROVWjXDJgybGmLFudWNphv orMoZACocEOCShGsghHXhsCKkALHkErDyduWKOimhXZCFFtaKZZpdVyciGqekPPIwAvGtixTGEGcAULnXqzgcbvriksyxQxQRZBIzkNHcJootVARmttLtPKm,55+,Enterprise
South Korea,Manufacturing,Midjourney,39.97,3787,2024,arDrhPvkkG jwPfdviQZkJVrHsBZVbjvfnBAwaAmZDAtkDbJDyRErnLFrbCIISHYyIatnCBwcfDmLOsfEsSQChhWeeYsSzrCGTKkvxYMVaDPfrkCGNSaZmMNxTQXbNjEpxhMZqmrLItiQJakKcEpsk,25-34,Startup
India,Manufacturing,ChatGPT,87.78,9515,2023,ERnUilsDKjyKACphQxnHUexksVQUpZrBSIzVhWErvNVEGhGHyyzCUmobPwFnAKKpApJoTavyk QPDUlMMpWHuzdKYxMCZvwxDlBconjxGelpuRIbCkIbUNWPlRVAcaEjbNSQhjBFCInApWALPFvExG,35-44,Enterprise
India,Manufacturing,Stable Diffusion,48.67,494,2024,zHRAvuIgVoZy YiunPzCRHVmOpKornzMXUPgfujrFFsqzUqrXvpp NnjGBlSPTvBzRouUtNGwHFVXpYpAIArJErP zClxqIqBWkyiqpkRpNXMWapiGgSbdLUqphVbtypyMtwKZYIHONvD rvTLgwiu,35-44,Startup
France,Manufacturing,Midjourney,21.02,6625,2024,XiSrYVrYXjdZNpnXAuusSWxxXBwBOraAsVCeOqcIxirrgsTZQQBlObCYgKNKeXEgfhyseaefDyAnp yquSKrHYzOotd qIvWDVwvRALwJYHSlDbcDcTezfACCWKYvCuJ mYCjpNSmDMbsltCsKBi k,55+,Enterprise
India,Manufacturing,Claude,58.3,1571,2024,LPwGKUprZUBbWFBHNwVxfSUepDySGSYxNCNBwmqIYZItPSuIsoRJqgMdaQBvzwyHHdLRGImfXwCdVphSvBldFWfgC qporxhAmypQGOQZwqqSpTHYxVZWyTsuybUPSkzalRFEHhfawukMSMiVWtZUe,35-44,SME
Brazil,Manufacturing,Stable Diffusion,47.32,9214,2024,UsxpQYueTQVdWgyfyUbKKvJAna ckoBOICzTXBFHFShTKZcwBWOhvbAMhhJIpjyFmDhwvIKckDJUizitZyGwcIjPmwNHXe sqMCdldcXEGbEWvOnCtapLhDFpGJGzWxCYtZSsQMTD bJyIMGYKkRKp,55+,Enterprise
South Korea,Manufacturing,ChatGPT,78.91,8547,2023,aPR meoHRD WdcSBernFfkHptIclwLOHtwSqmR EQSBQFuPygzdKpfbMfEFXCtWbJdsUtsGaQITZRzuEipNscBxMyHvfgUrqAwlR vodRtmlFlCQpNURZAFPhPoynYHLSFNQxtMZocnziKytYzifOi,35-44,Startup
Canada,Manufacturing,Midjourney,2.81,878,2023,zfxMrWIaqWSaIaWkWfyIVfJFKjvzUIvexnpmHMGrZPpCRzzVQXQnHjVbWYfUhpaOZKOE aJVupNNcmvpTQxxIPvz rBnyNdnhQtPkHVDxKqohzfICozFAJoSeHBdbGFjmwVeYdYeUygtAtFPaEBUYc,35-44,SME
Germany,Manufacturing,Stable Diffusion,14.56,390,2024,PuOnxQclfldrcXPYV PFbvIWscSXhdvIOxcrEUsZKjOcQqamUBlSXnRjscujFuO pPIpsdZIaErYkDuhqWLpaLNYEdDjsSgjbzuXhqwHkFfMxDopOOWXHzYaqTBSziuqSrjVwuolePTWfo VNqrphk,55+,Enterprise
South Korea,Manufacturing,Bard,51.86,5977,2023,AOMGVExhEjCIuEethPQzFDDVTqXgyAUIPAQoDdQowVbgxOmqxzNvVSkkARjbNbSrHlhwUOcvqXCDMANlLIpV bZTiPrlrBbPkGZFDOPNiKhDXeQAYCyDICJraSTXpSTDVusdMxzSgGTAMwpePRLrPK,25-34,Startup
South Korea,Manufacturing,Midjourney,50.21,8392,2023,kCZnbcXhCPTitUqClztomQFSTDVnwouIu GpJOKtlgRymLEvqWmAJSbliOxSLeEAgjORWPdanwPPeOKJYYnnZNivriUzuh IlNcdmzmbrYasWCiqRvrcNOKCzztXXDJmfzeCwWVAnNyL ODhkavGqD,18-24,SME
India,Manufacturing,ChatGPT,16.71,4217,2024,LOdINwZNoCqQydvDGmIKaCsdktMXkzkCsZBFpLXzpMcWOLqvzOjsjyuudNyGtNeiVTuJFrpaJjmHxSoOxdFvbozTcfdRuDHvmngEgCnyZiDNTdCNIXLNINRAsrqSLVHtwChQZVuoEUUDIjcppxlXTg,18-24,Startup
South Korea,Manufacturing,ChatGPT,77.0,3337,2024,oycpdMSesMcTZFBORgqYhGSipXRouruVmjijYYKkViTVEfhuptzhUwWJRjAaD qzeRdlDoTqfHNYhVnDagvfVbEhjJjLTlkxOrUmrYspAMuRuWZBHdonBYApEOadBepiwFhSIjdAnkCGWLqgwzQIDK,18-24,Startup
Canada,Manufacturing,Midjourney,95.9,5093,2024,tDZqUKEDehctTIonyNEWTQqKlaUMAQcMvhvzpcmwtEMDjKvZn hqAQSLZiUkXcALmPqJhrKdnFQIEoSAuffwsZmfJADjjCafRviYdXUzBZrLQHb QleenmuhcPZBfhMdHMVFxJQdViiuRxEZTxgzek,25-34,Enterprise
South Korea,Manufacturing,ChatGPT,11.39,5264,2023,rhGhGbTvcadpVejhInRPFnUBbtlNXqnGmUkKXmDwdnjiSwtStmRXB fePLrqm nIpbRFBfkWemDD wUKLBamUCYVYe sSOgPQOcNiUNODIcMufCxRdPxdfKHLDnIKLRQHCHEyxRJzuJazyTUzanvZj,25-34,Startup
Australia,Manufacturing,ChatGPT,23.85,6548,2024,lJwsGGCrkwFixOkskvQoGPVKenzNuSuTrkZIZqhkrfCXBqhaETVTpNfxYoWVAzqPCtppnjuqWIzHbiVhUSXhgoVkg gDZdMhlEMeIFkFWRZhpKUpjWi dyDJuvpwdxBiEUfzUbQtpsVVumfFIrSKHy,55+,SME
UK,Manufacturing,ChatGPT,54.48,4905,2024,RqxyjGUXuypYUtLXmIxAiyzfBNGfDggMyOYaTqJixAKMRaXSzTkjzxuLqpwxvFkQXDGtp jwQpDPnVjpsryxsopyRftaN zCmpZcXeFcMoVPfOYBmQjrbLxVMsZimLcsFrtPTAlDcopqrUtvhBCXO ,45-54,Enterprise
India,Manufacturing,ChatGPT,23.56,1138,2023,HtvCYZYtTliIMiTdydtdIBuLYuLyHhsfjvFnXvlwShymFah pjpiPyGaOeZxJLb tLqqTbWxSvsfPw e MPeOZcxAuQQMbRNOc ibQSgkqv ndlPaKViUWaDcserPlWrmqtAnREhlZWbPfRFGvhZpZ,45-54,Startup
UK,Manufacturing,Stable Diffusion,85.38,3790,2024,VKPjSBHmuvRrMPsOtznyYHzzehzXXzdvaJyBllbBUUvPYMpCWWloJIBzFVnNaNefuGoqEZoHRjwLwkoEWAQGSqVEhPPIsQkuJuzSvwYolAlVZSIRcqAwD Mqck lnGGIfIeYyAlG GUomWKESnmoJN,45-54,Startup
Brazil,Manufacturing,Midjourney,43.91,7150,2024,reGybGbaAM HueyjjDFwjvuqrsvIBXZWvmjoqBRoXhstAiA  SFDSOFDBYWDPxwKANCFJzlIoWkHqfanxuPdDHntJtfFLgINAncELglxVNkpcEvGIUeBbEB yABsmIxeRLtauoslbxzYWBwnuXumYs,25-34,SME
Germany,Manufacturing,ChatGPT,56.5,5134,2024,ypVxjHACZwRiFBdyMk KzkbnDqiIAOqPYAlGppuLJmaHFKgvKowVAyVqfWHOjtklZkYnxZEox pxyMmmGffgpwDIIezFGKNBHZXuWaUzTZKULIFAtcpgopEmqFXvwQzdNXGPwDsUXeOkZxo STQPQb,25-34,SME
India,Manufacturing,Stable Diffusion,86.23,3529,2024,TxjK bupkfCWNcMptZxlDXjHHHdpYZSrFFhLAtgOXrDfF FJpTzankzobfwRKTmIYcjpHxOCwNwjanJDkgXhhIaZcFNOgRsgPJdLcgLZuSzBgkxahHSrJFgKkEivCuUVrEksgCNOBYhYcUBmjDFdZw,45-54,Enterprise
China,Manufacturing,Bard,13.42,6135,2023,RAjPrfrtSTujpWdZeQDTnRlrqPbmBkCvxGHiciLCdTQzoazLBVhJqhKedTsqFxuVhZnnzVnLPDANXYGvzZhTtrXGOlizmHCIouVaWrbuZPHZgYY uiWTFZNefnPT mNLboFMISoKsFmGyhEMVKWGwg,55+,Enterprise
USA,Manufacturing,Bard,21.4,9875,2023,yITfRbagmYV hpJVhTVDJmAbNModJcoFYTiTnetgwYyKrNIztijW KDlHsjypmMHvOjVxaLptdjtTkjevQkHcrHUPfUxbDUq cQRKv Iv iUXbgwPZeTJPEcmtrwBMVxSGfCRItLcimVIDNFlkrbum,18-24,SME
China,Manufacturing,Midjourney,76.6,3734,2024,QBFpaTJVSifOMGKHKezmdRWquJQXKEbbvjvNfscfikkICoknSqpssOEqBgXHWguwPt f vtEoEtSTWWzPRiUWxMyJAYnJN bEjxgkuvQojkvNzosvFSPvPRmRtosyDxMVakxTIs xbNZJfqe xEYGw,35-44,Enterprise
USA,Manufacturing,ChatGPT,81.53,5125,2024,cTlNmOmUJFyiFveJznjvALtGFTXAszuLGUQm rhYnxrfihdsDBqkHFZ RGDRPrTRIFPoeXJyfz waPzKUDHgHnNVDniQqwXhOtFHy QmkxSzDvahIeIRaTgorGJSKsdMQNPUryHEqO fYeJCuHIDWI,35-44,SME
South Korea,Manufacturing,Claude,15.8,4664,2024,DuBaFvMoSAHUjWAkgmbysKyPCJWLYvkxbEkAuYsYyUAhFlshvXAmUePBQCslZGgBMUqEFTWAzdvDdqWNeLmnSKgwCotdEDVFgZvKAUaELduLJoCr POsOfTKWhvXZpYiGMPzGNp vhdiYyAskSSKGi,55+,Startup
USA,Manufacturing,ChatGPT,79.91,8208,2024,UaQzpUYOvvtGvhelmLCArXzJoBzEdSbTxZUIKZNaDGXcsZxftwjIrNIeNXAFMLh FTIALwupferiTOIlbGFoSifyXQZxDhldHxBmULpwYwPwkypzYYktmVrcscboTzoHGYTIHkX yKPGqLhOmGWNOt,55+,Enterprise
Germany,Manufacturing,Midjourney,14.36,8727,2024,sUXYLDNa YnOwvUKwUcjOnhSigzJSMeFGNbJRuGDGxUTqUnJIVYXlFAcpJMuqKYRSTdjrbtfEkBGMbDQGojntLcgwqFHihhqjoQycyseZOXjnCNIWwvLQNnljiumwkIhrlUGBVoGLGbjRRtebPLlwy,55+,SME
Brazil,Manufacturing,Midjourney,59.53,4270,2024,axAEvpzRPTQLDNviLSkHLifMiGOYcJuKPiKipiUtoRYRcjXRYfYTyMPe qNbsCClwCfVYmBCasGWsunLVGLVNFefHSTfBgAfePfeKBeZOtfFWE uryUuqPVBQazhSpjKlaADBKambsISoLSkdcsrmD,35-44,Startup
USA,Manufacturing,ChatGPT,68.41,253,2024,pwwAJGWRKmbefpuQOxAOrKLgcWMlsoIHh JoUNSYzDVOhHCaoloLmuyrFhNCxCpkY AnShuGamBtuiJXJmWXzKlV QDpUxPCkJgzXJNoNEHETfTVsiWexNzZYlzGkaeKqUXTNMheIZwcUzsNFIsdbr,18-24,SME
UK,Manufacturing,Midjourney,40.73,3708,2024,XdIZDiHEiFqlLzvJjeKaJozQfLiqwNkj wDyzOlOCMjtizETMmkZbMynADUDYBJnQxAncuGZvOuuEUEpEqedMnUEAgklsjejwcJvvCnYfuluYPyEkpobQcnfxiRZYnIeXWqJYIeqFfTxWktvqRBtcu,35-44,Startup
South Korea,Manufacturing,Midjourney,71.16,8158,2024,BcxJNgcVFSCZchbzQVzzulnrHCykflscfwbMTUttWeXJTOiUDtGgmadZDcb q xQhHgDlOWcIVOqmpijcwqVcWnbAboheWtGLyVqXKfVoCXoJGgtPez aeg qvMzm ioopzWskOyLDgXJUgNYsSfBb,45-54,Startup
UK,Manufacturing,ChatGPT,78.28,5744,2024,swvZUmvaYgGJtrvAHJOVzdmsLtrFeeeSYzeKGwDgulfUHpMzcYnZLUyPHxBJGlxnwJNjsKkrAQYBKxrpCIUumJCodsiOoBi BMEerXnogGTrYJrBkbbtnIfqUUxtalShLYQCKkS GJHnPgMeC PXLL,55+,SME
Germany,Manufacturing,Stable Diffusion,27.56,9229,2024,wDMOmHoJKduCNstsLhwmhKPcGyVpEcKwrOMEXvzOOKJDMVETeP cAQJIqTLvekaCpgiOnSTYBhqyFEo deQvIARLCprDlftOuiMipnNPKmMPMTValsrdNRJaUHUbtKYPCzyjYTxPIEeCrivRwUuyxu,55+,SME
Australia,Manufacturing,Midjourney,90.05,4960,2024,CCdKoSAfxxGLdVQpcfbCsJytDLlFzUDMofcjDprMCFDGRFJBUWkbY JfiMuQUqwJbbuhmayAbAZVUMhfuNyJajXcVLsMOKyEdUXOmadfoTY EtpqpQIKeTZccAMVYMchWcrVfqPmGSyffwpnaf Ciz,45-54,Enterprise
Brazil,Manufacturing,Midjourney,57.06,1862,2024,mkWHYjApqdKPgheUeSDFFpXyPmrHYwcLnUoXOYoMEAdUgchdsWLzOPHDdQQBjxFOWBroyppBPYjdTW LWEhhcCpRMkkldEaTbyALdCjYQpwXbDHwQgIphOGpBTxZmycNNeluIBizQpOkzwtrzTDsFK,18-24,SME
France,Manufacturing,ChatGPT,37.61,1418,2024,KunqvgloMwFPkqUdhnXdWErRCzRjKMiX YhUAncufmQVzEznrUENCclBCsBneWtRRGS gQVHwnvZVqmQKZ wIOeRjJxpymoxtxECXXHRvyoAJznNweMJpoWCiwJmBSvDiHYrSJxjzhHSRnX RzGFDo,45-54,Enterprise
India,Manufacturing,Midjourney,29.19,8772,2024,WMHNHAtafmXuTBGaCPRJRLiQNSBHoYmWpwDBntiPgE cAtWGlgIsEClWFidZNjKbSeNLIlCOatwClYgCRcXsLQlyDPxEPvrdjvfwheSfmixOTJcCZywwjnhxewvCYEsjrAOTJcyQJWXgsqfPClvyQw,18-24,Startup
Brazil,Manufacturing,Midjourney,89.01,9718,2023,bvKAeujhPTVzjqqeNQtBrulToEBYxrfUzmeLGXumBPFlWLiAneQVZEElapKWBqXAuNNvSzpxPhvdxnMQALcvPyUUPHxJSqcjaEPRJEwcUAOhDXeeT PyeApxafMkHcRSdhIyguCKodsCrMgMsYLxxO,35-44,SME
USA,Manufacturing,Midjourney,92.19,7666,2023,JlnxEZugheZaIiNQBsZcgwqyGAvwgddljvszPSFdrlGpabNedW SUmXktQZRNmYnWcshtuKzGVrljkxdaibMQKUTDTZTGTriZFYzLT TJFcAGgvyPcGFWCCiUrfjEGFlyxGRuiOKEObIxKNEejhOtb,25-34,SME
UK,Manufacturing,ChatGPT,99.63,1217,2024,JXobuBJpstzqrHvQ AfEGDhxlClHwhKPqwxtFLWDsMExYJndIeMxuMUsOTcUxniEfDBseudAjzUInRdIqMpHZmVOTCqVtvJg XYxgTud uGJpCZQzcxZA csmmLUZGEiIzWBXBJZXubxZXXhgGYcjy,18-24,Enterprise
France,Manufacturing,Stable Diffusion,21.6,9005,2024,wEmtyMu KTmcjGsOXGxOXKWkmRWZLMZpUdODSaGZpFWOCBgSVTYIjIKRQIBaQSmfoUSkggjJGILipJVaAwMV WFOFmNVWDcCLfgN jnNTjUyvkdBKRpWFFppnhazVGxRUXteAxdmMJwwAFqkhjTsBE,45-54,Enterprise
India,Manufacturing,ChatGPT,37.3,3067,2024,wpVnRYGmfnFEsZgFlSwOegPNFAtudHVGPYgntoYFamJOKkhSbOwctiFERNApSytNgbROMvCgdNKnBoiDuRrRwYRZtMyEfRhZTYJWAemuKRFPceeriPTdyaFBZQEIMHpAfQlfXqUNGTYGgiwMoOqDTV,55+,Enterprise
South Korea,Manufacturing,ChatGPT,58.5,9389,2024,QOinwCvFBluEGHi UNAaKaSDXDAEswMshGgmDLzgIexQInqrhtbSbAmtnCcyXPRjqnAGhEGLI C ht QmpUoIaFH aZmzWkhVTsNmPSTjmdPKqGtHxvrEmCFsmInTpkUIeDsnZhQeFXAPZtnsfmNp ,45-54,SME
Brazil,Manufacturing,ChatGPT,66.19,1813,2024,DPAPtlrxNNBMpDDDvmGsBcwsOviHTpnbxSGDOBLzlisydhrYcYfCRrRunowBjldBOZGDwSLRBPRPKtZwMqbpCBPlPSOlLMkslhGBhFeVPVLmJZglxWdvsYcwlIfSuL RjpOOsyZtMPjFikwUVVoMEb,25-34,Startup
UK,Manufacturing,ChatGPT,12.9,5498,2024,nnDynzaSohpWEQJgVvByVj DBBtOCvaXbZDNcJvotExuEUIPflqQt aEWeDEHGsimUkOqBaHFNcGhBIGC  kjrRnStfm WsrsHL bUxeB VyOZvBWOzZWF PUlkopiC NjmCGSewNedLzkEUmMrTjv,55+,SME
Australia,Manufacturing,Midjourney,21.62,1539,2024,uId KupZhKWWEXmCbYjtjG jywoNkrnEWjyhjGMFtOWBLFcnFXCQWqAbiQxBrvWQrdPUXLlzwvjmICURTDEKbgfjqtXGUxMejkZkGxiCCXLCSZsfbEzjOaaxwmpOaIxUOHjtuvWK wTJtahoUDClJh,55+,Enterprise
France,Manufacturing,Claude,87.91,2161,2023,IASSuMNvoFXHzbrskgVWMZArCrEnRHmJyNhPIvAtckRxxlEfvFjeENnPDVAoSpNxRrTvNnFcfvxJLvATTajwlcewtScpdQKrsTMGqYcwJF nICaaGRa zuFCsMiIHXrgWpjhmqSdDUhmYzjHfNPATG,18-24,Enterprise
France,Manufacturing,ChatGPT,36.58,6803,2023,pBDFJoNgoHJpxexziViRu YcpfEhyYwFqYqPLzbUKxQesUwMWjvVpORVsuqfhVrMdYnkHNDrDtxyfXAbMiOuodztQvdpPMrNCCFxnAgDxfDHMLEfyjcOUHPWzz DVtkkPnxiKVhFTKHJDCpeZBMHpH,45-54,Startup
UK,Manufacturing,ChatGPT,19.6,2718,2024,xXAjUZPpdGyNjEfYdYCAyWoFltzpPiIGbzneeCRJTAk ZPhUplmUigwyCvySElmfZuLruXVifceEaVvPCfcHxHQjfYIekFdelFyGlkfAZALuohMkXUifnHJDOREtGRPepOXwVwYweubz yfOCxlBCn,45-54,SME
Canada,Manufacturing,Midjourney,85.57,7739,2024,aWAlYdWtwyO GhqUWGLAJnRhEpVECMtHPbA IyqESFZfuexHDgUSchOpQHhCjUwu nzdxhdwZvEoAzeFEpZ SRFizcADpXmZmJaAeJqnMOCWCYvIYQkpGJEExdqgNhlYnEubbNprgmhnLOzHDNPmys,35-44,SME
Brazil,Manufacturing,Midjourney,52.3,5421,2023,AVrsHIuxDyRFeoNex OLZBSkOYcqtOJXtIcDNtOWSBgDzxgVbfjtQfwyICZZDEeCpkVGzXoWXDYidWaaLQ juZcCmVCxPsQlZIEZkQFoISmYHxHIvaLybNYIIbTWwSjtxaGhBvQQqJbMFDYQHyvmRO,18-24,Startup
China,Manufacturing,Midjourney,49.01,8604,2024,zQHCO NkjZ UqQWpnmHjMWxwZyukbLVMcVZPnLTDzluGQNPJjEeyUPZj VnTKBiOUBUmLpvkAtrsJgYVBioqKTVsEENeVpz noriEHKFsyzRItyUElqhFCHTGndFNc hQhMljISIirhrKSvnJEwmqQ,25-34,Enterprise
Germany,Manufacturing,Midjourney,66.79,4710,2024,DyypXunmtoIjLCXblhOXaiQUUgkMYxbRSQBBnlZBbbREqqZzeBsWxzGORytE SrGmbXReZYTVzQKoJUtDUsdHoOSV K VhdMDLjrvBZWlGAWdkWiqnKPvwGFMoNETuZxDUvFjLcKCyneadgdkxtEkg,55+,SME
India,Manufacturing,ChatGPT,49.49,7099,2024,HRvXLPbHdtm thqKSoFRYBZxNvJBAHAsIlvwsRiFEbBeGYrxNLawagKCZGPCZRmmoaRekmP DysHlYsermBAPiRLOpiPVjVUQMCtJETnPMRgdqujUtVdjtPKfXimixuHSlTsZWBtgAqqeAnIQ zjoY,18-24,Startup
UK,Manufacturing,Bard,3.51,3970,2024,JzOxNfQIoDOqycxXePQgANAyPdphrGWqdGxqGJtWywJ LOksjptzVgdtPvYUoNlbfGn AvwXBxxkZbDQhOsXKQNRAWOIiDvICAZDmTmWmhdEWtPDcnILjGoYFnWAgWFRxtcUXGKyIGXZVNpDpveIeF,45-54,Startup
France,Manufacturing,ChatGPT,35.41,5145,2024,iKhQdqYnmkIWgGfWuHMwSwi NhwnrVpztEDOrKYhZFxgHf YcfpfSlCN tcWCXYZkuAluQFfJFSUevwFBGnoRdAERJsvQJvdDaeLHjgPvZqGscNPcf moBiUiTvpzbIhugULmMmOzZhqrVIVvm zxK,35-44,Startup
India,Manufacturing,ChatGPT,81.54,5545,2024,whRdxxVjBkR CqeErIlAlyoFSqvcKwqppbNkQpqHMJmVKLAnLP RELTpObXpReKZkXMmwiyqccvoocs rOpBmSJa qQgXYgLOKecAdbYZihNPhfKDCZOAmbH VlQnKZEvwAtCGePvWgitRzTbaRxPz,35-44,SME
Canada,Manufacturing,Midjourney,30.17,8581,2024,ps SlzwZUVgevuGSZdBglGdWJd solPRfFzKDjKeEsocygSnVFyZsmhItnhJZyPVoXrpCjekfen LFpNqnynXJXuVAeVTJQNyIulDyKiwn uOWxgcwSQyNKoVApyxnRXNgGeTOYoQpMfxGkdn OzOG,55+,Enterprise
India,Manufacturing,Stable Diffusion,69.67,8733,2024,bMLJxaiYthZyjXFrBlAHkUyruzMkxkzPLmjqexmZUactyECQrhRrIitOuiguBtlHmbMgbYvzaKdpmZEUDsEOrdsDflQSZMZoZeAmsQCvmgu HRQFWzRZO GgExVumjGDITAvACecdGuQbDHMtbnJYm,25-34,SME
India,Manufacturing,ChatGPT,32.11,5749,2024,rLNn IbOhleRUyIyYmoYGXzBZsJwDIkoYPWvSZmRKFrZPavvKCNHesXvkiEfRapDkeEljSBUQYHBfWZNAGlhUwCgOEURnCcEiuukGMhxBNRyvggJFVLFwShl nKtbryLeqeQaMERYshXMSNSMXnonf,18-24,SME
Canada,Manufacturing,ChatGPT,90.81,6217,2024,eRNwXuzktjPjYfONrZrfNaQqSSwXvLaaKLq AFUxfHuVobDrqBczGnDMqmrvMOJPtPVEUsVzkOOqWZlpWGNKkZrWmXJKZoDCCpYRMXjnSmFLJzHBZLHuFdIATBcnUiPSkMJGhId LTMuJQUEj oonn,55+,Enterprise
Australia,Manufacturing,ChatGPT,98.01,7012,2024,fIQFLFrndXLKknVbYYWeFKELqvOMbkGSRpDCKjMutMOgGJInRrIwtNwAnSTNkvUYAAu MAlhu NTIdgBXwnpEsotyejZsStlMmSdLxtxHKCTWxzBVyywva ZNPVHbPZR QrVZjFEggBlcXPYbDxXfW,35-44,Startup
India,Manufacturing,ChatGPT,94.98,4304,2024,JkQDt mBVtOhnQAfaSOAhueJk NEnwqXwvjNUgSJKnFxueMqobAxuhPvXdVUZJekYoAwKGBWkYSNfIewrYyYTmVciLckCAptayAjmAGrjdmcyoQtkigeNviIapGSMKINdgFpldBQquOcONiUeOEmVj,35-44,Startup
USA,Manufacturing,Stable Diffusion,38.51,4243,2024,TBJKdZzDzfLOIqpcjqFeWn NqBhVUZVqNjnyRIlbfgJLHjytvAeuRgDcWiFXggNsvmtYxAADPqltTFtAMOCzypCBEjzMiHpeeakdoWIrMGi NwztJXfgzkjSdfpnIrKLYysHGruiWwhRPNqxMGTPpN,18-24,Startup
USA,Manufacturing,Stable Diffusion,60.47,8120,2023,zWkiHabiUAYGjHqbaKpTqUDkOyEmxujiSOzfWngFiinqVSFHcWwuuoMJVhBlYBachZSkczuHJopkQsiMjUZpYXhWNcUMuMMRjrXjQv ovGTGnwNDTyjoICrpxwmQwwdA oNCVFmcxGLAzfytcXcGVW,35-44,Startup
UK,Manufacturing,Bard,97.12,5909,2024,sjCJoLFVIyveAZbTcbKpUZnyMLN uasiuELEDarjenCbLydlfZbzZXhjhbJQMvekAZGPyqNDxxDvFofLKUNjWSmyIQlaGSzaJYAQGzJZuSoQUdMmShxljzVaDlWCBoQalLOXzvpVTWlydBQRTYfelb,35-44,Enterprise
Canada,Manufacturing,Midjourney,7.65,6402,2023,fzXC BPTAElG HRPTffhTAnIjUPhntumcOqdcRdcDLJQauXPlVtZKULILvcZMWqNKsn uDxjH ZPeTcWdFcwtpveiLgctABLXGbWQuNroGKFNZJfNZhKQWRiTXleomVNAZjmPemEeXaBkqBvqQNfnS,55+,SME
South Korea,Manufacturing,Stable Diffusion,58.17,9433,2023,iQItpFYzrsiIMfCNiYWiYrUZNoHHQnlNvHJfxob CgSGZVAAvNDANAlNYlVEGRGsHcmoSZK boOSUpXGfkARHHFcdhXrLngmhQ mwDrHzhwAHrXcoXTCEZKlkpXUWlSjFGCkTWQtAbGvJCADmdlmZ ,45-54,Enterprise
Brazil,Manufacturing,Stable Diffusion,90.91,127,2023,WhBZCpzVocdjUVfodPOeZEAcbNqzDnqxfazGbJjCli r qaXdVamruxwzHmOPFQcXYtageRYTixuvFsUIOgLKyKwkkjIOsMnClREgqYigxYldbbCONBHRTNhwiDCFETgLDlNZTLd qoohVYvjZIeYF,35-44,SME
UK,Manufacturing,Midjourney,97.18,5445,2024,zHDeruJwsngFXMJmWwyvIGGNUtVbZxkjvlnEDczWmUOGD O KSzdIyfTGwdDKOQCZouruaweWunjuanCCIX HobxhacvRXu wEHK aWwmujBeKXciFSswVDZSBmfsOWzEDPgCLkCkvfFWHozpanYxe,25-34,Startup
