country,industry,ai_tool,adoption_rate,daily_active_users,year,user_feedback,age_group,company_size
Brazil,Education,Midjourney,70.09,7486,2023,PClmZCDEvCDHpfNv YLJhBLZHyyinwojVSrtElaMgKhDrGKQGxPIjXAAdQlbgNOvVKIxia xPYvlSQrGOnlzCfKETURgLNGBfKVWMKly jGzcMyvcsfBAXRfCwcFzVOJrAKGgQyPnAVznDoKTrHCNp,45-54,Startup
India,Education,Midjourney,64.03,2259,2024,aHzIsFAKpNbKdkkVNEOhCoNIvROoLCDwuDzUoaPqGBojHQJUJzyPLcmwvSpBDEyZsyXBklgSirRImrMHtKbMUUJiilVsBrAVXlPbdyckUtiZwKcIwgEBsZzZvqYJQEtXlglmnRemfnJnmZvcNLaTrD,55+,Startup
Brazil,Education,Bard,49.97,5859,2024,suCADtPVsTxwhrCeZNeckVOaYPFsKjfwoAkUoKbAqrdgReilOFtkCmwZqEYLwkfkGJuVVkZTz UOQdzAmkOdnQllsnfkQqSygefMcWJfVpTpvxpjWX FwBRrHaIQkRjqeezRKPHxGCjUfhhsTwqtUf,55+,Enterprise
India,Education,Midjourney,65.81,988,2024,Eoox SFPVOMsZdfhlEZeEOcZBsCOGJGrwMwuSvgTiIRHHdkiZNWgPMKXaMXsTbeduacfcxAfsQifEiXMWShuEcSTEZsIqVSXq HTBacTaXTgGmr pZPczSXeVTqzaoKNAzGXcoDETnQhdrNbWCCBJB,18-24,Startup
Canada,Education,Stable Diffusion,70.91,9810,2024,kRbNRDUOkIlAgnacVUx qUfZbPiTsgkKlRzcaA  WteZOmanJSsWNRzgfVzmBOe Xwa jBoTMBLxFPwAtEhJDU gAKffYrrFDekSGhUDqZdvYCauhTptVORCtlgsijZqoXuaKViednttEuGlJJQBvb,55+,Startup
China,Education,Midjourney,61.82,1719,2024,LGPOHHLDiOROQDWLCGtmupbSbiXUwpnfJfDGzFykQDOGUIklRTsNXvzzahraQPYjuSfzuNlkUAddHMWqqRNCqGRtQj XHEOHPFLSQJCuAKwH PGuf NHkAMeVijrAKsBHVHpefHHHjKhgoIoQsdZYe,45-54,SME
Australia,Education,Midjourney,88.31,9357,2023,ZEXXnWKCWPqllTENQRV tKoLUEQXWwyDyDappHzxAxPdTEvWCHCQmbOktgdtgW BqvRGtgbtxQhvJkwqIZdoQOgwwXSGlcVscDTyVzBbFqJPLCoGlNzYdANLTPjwmMfZaUHwIlONUlNHUdL ZpkUta,25-34,SME
India,Education,ChatGPT,31.01,8927,2024,XWWwSlwdeFnvdAsndOjBvDtqsTLKvI dIFBgPyInXhrYhDiiuGtuMexChBrKo VfxTtYjfriMGoZeWaGUdZOOyiqXzKOgfoBtGmCoJDtnnoLpySEouvRAwxMcncoJNkoKirawnvRTzwoWmTATuXyMu,25-34,SME
India,Education,Bard,69.42,2748,2024,mXvJ iELFjNwiNEcbqPAcjEUOlfjqzNFKKHlZDgHImRYvDlJgU lQQnrUGUtoyZmfJMZfFbQXXCgmIpNZQuE jvOyYZKpsdMTcctRJeCSOnLDogmGJNTVZxKbKlNAutCUnQwNcLHPJDygaCElUlbAD,45-54,SME
Australia,Education,ChatGPT,99.52,3266,2023,kgJBzFjIsRIPPrJYXizGGneMyGWsyyrIPBaOqWXwUFkihcNXsYyrQUEKwwWXkIsnhsYmHUOmXPCWdJtfHSKGtbAdzCz pnTBTqVeRSqKNkgiRGvHVKiSfn erKNShpGtVLWxtEJYivDrGrBOpJhuWO,45-54,Enterprise
France,Education,ChatGPT,13.73,1858,2024,CKzqqulN muFXYwjDcvSQPjXCsSovzSSNkZoFFEbIOzfHSSbjmSukTEXFfGPZhqcdpgVndtrpoOvTagklwxHnYPeYWTsFAXzcUQJYOeuhDbFKxGSXHyNwmOdJcdIeByfPRDGnOzshssqxcaNnUtbgG,45-54,Startup
Brazil,Education,Stable Diffusion,81.21,6229,2024,xczqRicwOYzJzmIckagrkFpubqiNbDSUOCiHEiefqDRtauycrzbkw peTIEQdFzgVplOighuVPDiBcCXhvbiGWLrywYFShkXtPvbZmeRaBvqhJNThcQigIDFXtHSKAsxOddsmqYmffWuzNXjEgCmFG,45-54,Enterprise
South Korea,Education,Stable Diffusion,33.01,5207,2024,xQd mckVZZGQBfADuiOUbJNOJBMDsxuiIpGcIflqeYmNMQix AKQHIVTJcehDWBxhgkpArvaFIJyjivIKKuMFNlmrGiCbvWJmTKDYTwmvZWcPtLpASCQnNsANspPOkNzlbfvSCvYKlpgycoAiWVMRk,18-24,Startup
Germany,Education,ChatGPT,94.58,3231,2024,FZOCCJAfekDczzvoVYAkzSwwcTBFKObOcjOdzsCgFVeaOfSzhuEfguDmfimgDGpkUjkyoIJOrupkzCaIJccnIOeVUzZbQXEdrAwKkjImIhbyXy yRFYIyRwKhLmXXgoDBuDCptzarXLzDliFlKImVW,55+,SME
Canada,Education,ChatGPT,6.04,9239,2023,LBTAuJwkngwpKrlgbfzysbjIwiZjBsiakYnaMLzhHONFzJ RuykRhFopMOtICETKKvmMgOuARNPRCBJZPTRGrOIIYiPdliiGQDvxOC XlQhSpXRheGnKzaFISLDxBBLeIzGapCrpZtMrsi gqhs Az,55+,SME
UK,Education,ChatGPT,16.4,1608,2024,icUPmQbMc eQcaUmKLqBVLBZsxEARuJhlmVnIBMLzpoudVQgBWjyoANIuEzLISuJpGeB vQMQPfzjJkForsrGHLUIdMGvfl CWeIDgeagcEGRPbLGfdOHgAEIusTTydYJgmfNIOxyUcckAzzTJNpuq,18-24,SME
Australia,Education,ChatGPT,56.85,2311,2024,DuOPwtHBrdyYpYhlKZ BPvwMyCQrgumCPnxYWe UHDa SYUrEY cHJZkdLxewJWquZynJiYZagZObpSLgYhejmeJXtAkQhqTAiQPeUhOzCrKGuInpkiwnLJyBtnPTst RdBXCDHBowGqrqKFeyjJVC,45-54,Startup
China,Education,Midjourney,35.27,6963,2024,CLFpZYfrPcCvWTepGCtDxUCXWngEwBRyEotw LvnTjEUUJkrJBDwwqkWmZxEXEKSwZBkKHLzSpn tGNiNDWYvhUOvSxAgesXojhVMIzOwwgIRjqpRPDwETNvVoaOkuGLzAKzavanUoMskGXCsGymH ,45-54,SME
China,Education,ChatGPT,11.23,1585,2024, YKFCukKpbHWrIaYduxbw dMSYouDvXGQqfcLyWCDjsznhjXQkHBhLpgOgdHcmdFrXYFInNjWpbgMVYpApwnSY heCywvGVtDQHvIEXqYGhEQlwXmIGsbQxaVxVRwydccUrqVjrfOapTJYNjOOSKtK,25-34,Enterprise
Australia,Education,Bard,52.45,7720,2024,YbgeUFmdnPgoj bbkPnDuzThxBoKUjzOUmWwJJP cTrVWzJZSK dTlwgVrzIKrpQTOzIXtnJjYzTmApTslfhzBJUpLoUupEejSuvxTTaLtzcrdOVknoarjKmHtFDelkOAPqZEyErUvLbIwzjxSptUc,45-54,Startup
Canada,Education,Midjourney,80.46,4956,2024,DovR jDqrGakmpTNTDOEqK VWXQbxLPpDJfIQblJwpSwmcOganmnHlEW fCyiLotbYBEFXuadWpNYBwvZkBIQAZoKtxVJxkSuurtdiWqKfXn ZAGIeUePpUbUEmETdnaRZHesnoh nQPAuovJIpKgt,45-54,Startup
South Korea,Education,Midjourney,31.51,6375,2024,kKidaScQTByHfftHTcwMcPrUrIPOCETZeCfuIGJ JUDLsOHPyrZWaZClOwjRNdUHXJOvGYiMMIQAKdZamItDoQCcHNWvCIpCXbDLeLpHkvODLgYdlua emmIaElixjaqZFYwdrJjsjsHbYYT xlmQF,35-44,Startup
Brazil,Education,ChatGPT,88.56,4511,2024,VBtwwevYGHFaG FUdnyNvxpxtNpFxydQb Gla cCyFTgKgcPUNzPcpDrOQpdwBtWh VbshzqAzIygqjluMNPJTvGMwemVtbEBBzdQifBxYUx zIOchWDsPiVEGqpShkVuDpXObOymojHgYovRvxwGH,55+,SME
USA,Education,Stable Diffusion,40.78,9950,2023,mCGV ElvCRkgI KBYjlcmGkKcukjgHGgFQteEyFHRZnTSvRJrXbuFhnTymtKcNNmZjItJf cavHIueCTYptMbv  bfSvabaFIbwmYCoUcFhZdsDuSesXQDMxWjGACePIPKGUviNBGTELeUZygQiFPk,55+,Startup
Germany,Education,Midjourney,35.23,5749,2024,muGHcJAraHdOjiyvkLV JyflPpAkHHhpOzrzbwNzBIGItJorTKaMQFkXYkzGCebLcVfZlcywOFmgOdsaBHoVVIuzICAgYNNwCQyrgtGZynPSGvknWn CpkpkUglNpGMYYEkPeXafZHDIXYEZmdQuwk,25-34,Enterprise
China,Education,Bard,50.57,1795,2024,pxiMZLufgIaSnmgqIFctVEwObPjRBFHAYeFVYxmD FeHQtZCyfdGwfpFWuuBouFuQZzpukeoGtFUbUPsLvNRDBzCWUjjUdFUzEHwOTpEIDxJVPfQzjxVAFFpZhR hGbEfNLyzQRTQqIIahmzyCuGfP,18-24,Enterprise
Germany,Education,Midjourney,3.92,3007,2024,DzKSLQJTWSlbdAeHpiVddO IaxrrTcFArWyKapneCNDnbAFgSXbosanzoQRNLBXqeKgOgtnTzoqVstizmShYQjpjobAeuLZtSjTxlmcSeUJIFDCrlTcjbCotmpdWZHWzftMdMaHAEMPuvatwSdHMMT,25-34,Startup
UK,Education,Midjourney,11.74,5513,2024,PxlDuweAKWxtCCiUDtgYoyMpHwaxDiTmdUzVsbpORBNyqrdMdoHLcYzeNOnMQxierLrFosCOReey ojExROEIZIoFioSDLpJIryoeoVowXTomNvmPmXvDcK hqqwcdMrNpAtHQpoAOYkfD EVMWEsk,35-44,SME
France,Education,Stable Diffusion,82.37,7868,2024,bLkfZEusbRnJCIWXhVtFJpTNwjmguAQoCZAjQxAdHKPqbFRVQQwmAxiqOPMYQSmUZwKFRSBwYfuAqa ObNhjiVMWugWsjGvmWjJAszWbkBctSpPW qDXGUdDqAwayVuFPKtPSGEceOuSlLRxHMrdxh,45-54,Startup
USA,Education,ChatGPT,85.54,609,2024,KrTGMMLMYNZcUDJIigNfvzctXMjgsUrnqEhUdvLTnNVzLIUZFQRTOCKJMYxPKMKwfdwygghtJROdWauIRpnDKaFebWevImqvk xzgFtFOrTMunXwDRrDSHPmGPJeEasvWjXZPcnsrEinIbElZrSYVn,25-34,Startup
France,Education,ChatGPT,19.3,9413,2024,oIGVCdVVLWqrrFuAPWXovgTYyLY TKJxPKFIFCntLNsQrbbASyuKlJpf jdIMEkdWHOFeGJeBWSxSeNZgGb YzyLVSXUiiDhRcZecubhvYXAYSUWCBwAwKEjlftKXQMyHkTVGrXgBWeFTCrIlyoAIW,18-24,SME
France,Education,Stable Diffusion,80.64,173,2024,JTm PDQbgwNgedsxqttUAkYKbTONlBTiDZFVugxwUYVJypSUtZjQDnGSNheRBXbhMzgdLXZWEwrrvaFYfrOQknPAwecBoheZeZrmnqGWWdnjdaiyolslSBwyfbPVZjfsgxKsnE xWOxWNHtqSJvMPP,25-34,Enterprise
Australia,Education,Bard,25.44,9993,2024,dzLNqYdUQYGzswTylfbBTjLkAOjrGiWfiLerjmoFZhlJXFOAVjOvMtpoAXFXLGhDeFKFnxAuEkQoXE XkQPswFUaGdxoQIitKHEzJSSqwMfNssjrbENWxGqjh eLzWnVOWtQEHTTEHSUgMuzRgyTeA,18-24,Enterprise
Brazil,Education,Midjourney,41.52,9358,2024,UEKRDm EPBvtqnUgYcNppdtJdTxwOKfYWOGUgLMntVXkuZguymBKDhBskTOiRCWubQESBXZzZNDmUlRtmFdjBvXs UKOsCqdqJgCBvYgYWieMmVtRpKqYwAklCOHLLGfmmDXaJeMvpmrUwNmJrIcsq,55+,Enterprise
France,Education,ChatGPT,54.12,4251,2024,Sf OneEgpjPoZtsF yccVnfvfwWQsRWKmhpACVTLUvOzhtwHzTKuXOhqpXXRleQEPZBasrWbZaNfJQese oNJpTHAouOMlRKWjLlJKFFYHegBWWaxmYtnO vmbyGrnUYMRJweUlTCPQryFCpwGin  ,45-54,Startup
France,Education,Midjourney,12.48,9463,2024,EkPNIUc wzznCpkrEEt fKTEGYkwXjgnBp soyejsIhummSgjE TpXUMgCUlqTJJjaxbHfPpKjkqhDsKcvCYS RCTvpLiQXRCAgEFGgXWZuApIMuYCrYyxMFhRdgjPbCtoVfh RHNUrDoThyyCyBSi,35-44,Startup
USA,Education,Stable Diffusion,14.79,658,2023,SyyZoB OoFnaNqULzXTseikXYdRZsHvEIDDFoNQetpWwMiOlkdLCfuxNlGtuHRtjtnzalVQBvLJnJFmjhYkKvDMwedtWLWsOprjAc zYTMYmoHAeSUQssskcVqNlNvNG IrgGfsZlPkWzZzgJrmVqH,18-24,SME
Brazil,Education,ChatGPT,90.92,4054,2024,q eLrSDpJFNbTpPHACcBhVwgdvQVqyHAkYbYZNlSuJquUayvcgPTiOqMFrLxNYsoaJFAfAMVohJDBFQVOEgXwutXWfH mhljSnHFvQVXiORrJiJTLdGkvRkXWPQTyOsRWuQSfxvfQsdFY EdQNLNEZ,55+,Startup
South Korea,Education,ChatGPT,24.48,2069,2023,ROroZhbLOpsgpOGrqh Tefe SqpLNHUIRnLHdUjPQNnpHZaieYMfSfpTwIyIxfcXWGApLOQ UqeAuGoKhiyroDHVHSGcdhfIsxVcoAkbaaNsdjnlEOBNUOHmATKTSUKDYOhbswlrNtzCjtPHmtHNGv,35-44,Startup
Brazil,Education,Midjourney,84.06,524,2024,TKfiLaFqPybdmrKUAqKJbNvPwBpNLuZVkROmWvqjsBVliBtonOGztZdSRItoIPbqZNRkeWpQuUQSs NEDsZbsrTtMUVackCrMvoZsVpQXtyUnIXKkEAzcIUVnbIwf iVS jLlDSGVBOyLZnklVfdaq,55+,Startup
India,Education,ChatGPT,14.73,5842,2024,qqvxYFjvHcAAByoOUEaExUrKFCnLyeLKRIAdvUzZDFVbUQMpjokClhAFS  BqedQTsSbiaHkQnmFGEGJMPWSZQQsCKoLpxLjIWGcNdwzZAkhYUNkUWBqGZhceeppXxGNcluWbnYl QFITVYbavFpqZ,55+,Startup
France,Education,ChatGPT,39.44,7712,2024,DgBZMg BNgCAUnTxzguFTekUv ioCIFOmrQVeQ itqwTSKNpfbtMXTgaiKDW CyAnADcvOwPTTgZlQWTrA aPYUJbwXbuauMknFanBSfJGhDWuC ZJrs xaeqOoGSEEFJmOgiuduLldkSNQULfmOom,18-24,SME
Canada,Education,Midjourney,26.0,5347,2023,xJDiapDMhKjkPbwUiMRZCQQqgCPZsTuGCVSfxRLtNIYLSojiUdZAJTUckEzRygFdfvcgNUZrlCJFFZVLuPFahOQqqchPwNyjSNJWgzHFdNATvoqAoqraHKZX UZMYbRYlrxPAUUwAgjuqOBTDToPDw,25-34,SME
Germany,Education,Midjourney,77.3,1656,2023,DchGiAyNs oldtkGiyZqGAOjccmBkzWvQxouHUZpJkXTGhuGQhQhwIOWpqKWtjvxHzdtkXimQcYBaQwGSbipmXypkqWgswBUEEOAQIshwvXfkxslDDmTroVWVgupJZHfkFZoUWettoOJemKMjdQZIl,45-54,Startup
Germany,Education,Midjourney,24.55,3612,2024,gaWTvIFZkmwPrGvaIcfJGWzQmfPEdMmeDMvmMDjqkqHghXOikvGqocddOScVynOSmFqTAHYvcgqMXnkIgkmHbumqGbjrlEKzhGzojTWnQmuCWjeQeaPHoqOUethXletja xIywoNUNvIHogkAygxES,18-24,Startup
France,Education,Midjourney,78.68,8643,2024,O YINkQzbphsbgzkSBeeNgTGeqHrzZHkLLEebBzUUUUoZWXSetmAyJdLOfvMVNQyvJiEsEzErgullINaYNFWNWeA vBrTwGiZXAHKcQw qbeRkwsdWBAUqAhzdOSMdQgRdkaCquUQzK lH mvlfwUR,35-44,SME
Brazil,Education,Bard,34.81,8937,2023,hVnKzGalUhmqzMwJymSXmNGFJPAXIVszbZmchuIGxhFBuDz dC PDeDhktexvIlUZSfUqGInysxUoJWCUptGgrbJyifAYzKyqbtYhOdunBxbWDPjxsdHdpwAHarjDIkCZnPFwPDEjFRFnZcKErEAAt,55+,Startup
France,Education,Stable Diffusion,69.32,4768,2023, OgfgZFdoPNhGqYXuxqbyAMgZCBvnJecsvjjMqBPOISeDnHyedtZRQsyvAtZWPGIcJWzWQkoVLz axABIlEoOROrfTpLJdjuPtvovAlunqlJwcdSXBwudqvALiKdKKrfuWDGFtKWUh hiTpWuLFXSI,55+,Startup
Brazil,Education,ChatGPT,90.27,918,2024,KfPdhowPZhkUJEZvZqXimsFBPNnUMsqRmaOOLIMrx hEzeNeAPoM iEtaHxjaBMWIFSxIMCXiMBawIjiErgop aHWAcMmtIzporSOHjginYRtRXZRATizyUAxDqtyFZ ujqwMFLBAVdrJAhQCV jCN,35-44,Startup
Germany,Education,Midjourney,97.3,1530,2024,z cFFUgkmGSeYoVOQmncgpoXgZtvgQSLMBPuXfx MGTZa LiavCxfneNCAGHikAIpeuLUBICGdjPcmHTyDdaJyBlseeLZMLnCPRYINOWTbRSUXwvjdrodOITUBtfsjIaUDWliDaYCfOaSXqjtH MBf,45-54,Startup
China,Education,Midjourney,67.25,3607,2024,vvgrRYnZvpobUSWUbZlzXrNjjCjnmEwynHWQtnMbVBikzL HzoirMuLby pUZKDhgrXCoUMisWhGhHkhldBPqizNshTCYaPHVwiuKpcryGHCGVjihxOSvdTxsruBDUgwrkOmMrbCGKvjaPidjrjruE,25-34,SME
Australia,Education,Midjourney,90.4,2367,2024,IHArHkqHnwnaXeL wHgeHycZnwWQXWlEjccqse pPprmcbM cfwWSQUDXnZCNNEcpwDzJbcbOGxdQTjkIRFRwpHPRzkhyuxQvPNPjLoptEXrQYzltzSzTFDbzgtBvJlQgkDzsJMWOYIKZZFrqXRgto,55+,Enterprise
China,Education,ChatGPT,35.47,8757,2024,ypBYphMMsBFcmbTljUuaOAHKJHMkcmHzBWtRoTZoKY zmDfZhfxFaHSlWHuEcyCGJJfvfkICaBloggmSyMnzwneHPujueoddYteqoNjhjiVtNVpxrwIybaWgOFFoQWDxCSyUxaNsXlZuFowtQHUCaE,25-34,Enterprise
France,Education,ChatGPT,42.37,2684,2024,LefrZLuvVvkazQnTSGloNznH VNNVmSsrRHSoDPQtRRGdAMjOanLEVLtzKjHSKVUTltLLvKWqyfpEoC BzlFa BHhnFzqA BCGiaHPA DicVuFbJIaRImvqGfKLBlEcmgCGHdAutbNhOswT nbgQlJ,45-54,Enterprise
France,Education,Bard,75.04,8326,2024,fGCEscEwOyherYSrWhglvPpmYMBwRYvvyfwDuOiDjXJqSrUdlefaoiBEvGCNWqyBLEJiJJnpBFQSDyosAGFHrJltxIlfiIuzQtXDNxNkhgIhNUDSiXLWtWAupRpfEXgxkczcuETMdZwGZUXlHFfJlE,45-54,SME
India,Education,ChatGPT,96.6,6905,2024,NelyFmwYcbhzfepvZWvlABqYZIRkKZiRSPgyFlgmWfDeXsWrurwtmPZiqHWpgVxYxnNMjcoIpfFcxbENnZpqANtRINQtSwJUYONMnzwglYTMzdWAeBekeBXRzkLhFEjHZdVdnSVDeQjepsLKPzvJck,18-24,Startup
South Korea,Education,ChatGPT,99.24,4449,2024,ESApzvGAxLKWA nonArunUQMYfyKxhDQNbCpQMeEetFJXxQkFOSs lQtZTKqbFPOuDNfvUaJikpoxsMMYTUcbROPxrYM NICOghIRcGyoAeRBBBwCtQZeQSXMVTGKtPYpoNoLWLMNQkbzqPdJXXztR,35-44,SME
UK,Education,Midjourney,31.92,5117,2024,GuUgcrlRogGgHJxowFbFZcvMNkkhWQkdYNbxJttSNUmGgtROtrDoSZfS YYVeswzWUpwtyWGXtyMaQINkHPfswFoPYicMdqMvOkbUJqUwHzUveVGVrXQuvVpZNXXwJvEDnjrzeDQMsrecxuGMoZbZX,35-44,Enterprise
Canada,Education,Midjourney,44.14,4337,2024,HZYtlqfYvFNFMHHiak eEdizrhMfzZFVQFilTEaxahWiApnRJIZgR ZxJsovAIZkwfZqskwnagcUJKVcKTXOHDNcITvzkkaYxkh riETgwLBHczLwzlkMHIcDAhJvYUIRJm OUiR jpLdAxCnNShFK,55+,Startup
India,Education,Claude,4.78,6670,2024, gDRFSOuLtBPNumiimuBl uCQ aZqIxdHqkeJckqBvPGZjTFwrIZztgjgDpsggPj vHddFvqbOMbiFIJqLOgjEAaYQMkyrlsaxXsOjvCmBJfPZEDTcifIEWGAxuZoTLUYKRLhMLWIoDpFPvEdIWawE,45-54,SME
China,Education,Midjourney,21.75,4969,2024,HLcauHPcgcBeCbFnQjp eyRlyhBXTtItRCBxxzvtLyFJpjROCuzDtAejRGQQcvaFSizOaFuVjYFPUzNUjNFMlBxdUzdGshixDpYZAGtKBDfaMtYYcufuyJlDOfeHgmGSMNqwmWQsxHgYfzHCJLbNMc,35-44,SME
India,Education,Stable Diffusion,72.57,3305,2024,SoAtbLDBnJZTGsmpJqgwoSwbHckZgXlodvJNjIEWmqspyaTXzaDcYfFECftpnEpOrVZiSNoAgxYUfOfmT alkTFPjQQJADPb LSntMzmvjAKHiFORfhwukDvQOHvtOhSvQiWQpreipuLEERhxWKmli,25-34,Enterprise
USA,Education,ChatGPT,74.58,3317,2024,bHnpuuzvDEUZeDowAyjqtJolGxhNjYvgzJFJcsrfQRNwKgpigSpEUAAcNInndulttCyHWhubtSCcYpxVlovSmiEWbhqcXtATcqqXIjheIF OCcaKQljynmADfLNzfjbIGaabRHDqduHxMsvZleEPGN,55+,SME
Germany,Education,Claude,84.41,8835,2024,AGSweXmzcSSq ByjoAuxdfgHkVFfyfxaUs dzy jVXoIkwuVqiSRFSxoBjvjlAsnzLVdrNQyJQGsXePoMofRumUKGSAJxTfNKjuSGF yzBfPpw Pkewqh nflCYndmwIpyPxLoDzTzfKJ VCEBlleX,55+,SME
France,Education,Stable Diffusion,66.96,4464,2024,kOWOPhXnJuSlFI iGjCWSbM kXsusIHILTQEBnRWuSl QkotOsWHsJZhwxgHnCyxTPXDxOrqmIBToQqgLlQxMLSwgKQUIUdiNUYGcufduCUMXINKSjEpCaiXlBFNZxBJBsH vjBFMOnNRbyKyeJfIL,35-44,Startup
France,Education,Midjourney,92.86,5152,2024,pIDiXPevBxIoGRDkqDPEuKuqGRkdoFMihIDivsBLltbstxWUJZnvqmuCsxvTltRhBlhdWZYVFSCkDlISJzvqNvkcQMuiDEraLvkEpCICEVQPyigtaxIRtPRrYnpLqmOosCXWjENrptRdCmSSHgiByC,35-44,SME
Canada,Education,ChatGPT,70.67,9832,2024,ALVPhtCMClBbqPfTirBRCiPeuAMiuPLFDuQxcjluAMMlQJmHSvoIkPc OCtAIbFMfxWNCgYvmub UilFigizNNi tpIYu dNqCIIoRdYIthMxURUBCpYBeznpXsSABalvMKHXCVijTGLKbhJYTHyp ,18-24,Startup
UK,Education,ChatGPT,13.29,9967,2024,WPJuzGXNczZEdrE dv ekqXemYg EUaWRMTjlVaKBHDKxZIZirTMnqReMGqdXDvVoMLuWlsVHILgepqT YoGTtCiOOxiijkFYYkLjLswjHUpUYojTNQsqPQRCezajQGF ICbyzGGwmugtQoArBaPlc,55+,Enterprise
UK,Education,ChatGPT,63.14,2149,2024,VH TWlkCWeOvZbyUStkZaMyXDWsetFleSQsaKoBYowhVIBANwpaOnXXZxLjpYNXiEzXiyALrQYomaVBkfgBPqMHPkisTgPaG lBKZjaevdXEkSWmFRdEUrrtdzBxmVime TnXgBTqfKmllUFogFyxQ,25-34,Startup
Germany,Education,ChatGPT,15.6,6057,2023,DYhajzRprEhUNENjuPcwpbSvBgGwqpOYdhJZuXOOZYWvQiVHKJXObmyLIYbCxnkASYNWVxEDnqKWIVIycdYnYUSsQkPbGnxOqcjGngpiQCsryCy ViiIeqBTGnRzxkQwkcVjLyQmPqUyJinb fkTSI,55+,SME
UK,Education,Stable Diffusion,65.24,5485,2024,TRLEwfObpEfWCoHDQgBserZLYNScpyUPaY ofIxKbhJIuTCZTbQdbRCTpcJetkTeIIHpPkrrtGkVYZBTTGxhhsRIfXCaxAWAjlsyNIUUjyssTQzzMqNEnixAznmNVhnCFizrhRszUAcbKSXhqsh Sc,25-34,Startup
India,Education,Midjourney,86.53,1007,2024,lTVrKMcZCDRXzKiRymWbcUEeHFkkOFBi mIVjUZJBtQrosAlKEZYJhkimvJmHFIMAuFYDjnbhHFXkKTFBXxhBiJVyclDAmaYbIivqfsqcScCUBLWkbhdIkUokYIcvqnxaO fJyHnwpGAHSbwUfRbRj,55+,Startup
Brazil,Education,Midjourney,29.03,1546,2023,XCNAbNGRqajzfGKdzyxNcezozovVnCWGrJVunY YTugVuVkEsOazNMBVByWzxuSebRLWhbPLgaaIVE zffVULThUxQAFQoSbmktzlOBxncmrb IcMomoVoqZmPRyyyuMimHVUacAzvbRxzcNYQCYyw,45-54,Startup
Germany,Education,ChatGPT,2.3,5826,2023,nhpvIrqFwZXBavcZFgSSDvmhtllkR JMDTWfUwECrlFSqUHWpbuxtYEtvNVQUDmTSXrpldPTFzgX nqZifPnndsiHlBmsV BltzgValZlqlRGOUycmSWrFPb ppWRYQiMDufslWlaxBoxBaigCZBtZ,35-44,Startup
Brazil,Education,Claude,38.69,6406,2024,ZcuTqbGRePdoztCZIuOuHPnANuQveDnscPzemRsdTZWCybTryOBqNyUMYfFyxpNCKkKjjTffUAKrbCqBSyVscqzNGPYTdN NLiBcNIJKPFqGPgJrNIA  oxAscHDGnRcRxlJCuD ogObDSbrUUZeKF,35-44,Enterprise
USA,Education,Bard,49.69,4222,2024,eNPStcTvZaDwDpSEJpfKzrNGUpsuxpOVfbNzvpXUM TTlNxPNKRnlqfPfFTYfZYXTYfeWYf OSQxHUgmTLmsRgnWsnJiLkZowJuWyBSwTyQcgzHEcpUcbmCTvgpRbYnZbjGgPhNYhYjBOJWsmAhoxx,25-34,Enterprise
India,Education,ChatGPT,55.76,1021,2024,xjKPmlQHuGlGdXcbzbxkIsxpXizHHFmQjhFNyGxHDlJuDYuHpGhBFDfpyNIbvgSWfEnUkUXgFQBjzGiRnNxyrHRXuRTGb XmkqDeIwMJBvelwmYDUEjRXJEmPaDDBSCIshCZiTcyFiVaEsPGnQlfKZ,45-54,Startup
Canada,Education,Stable Diffusion,29.75,5892,2024,Ac NnxOSeYZGfwnEAvKkWtoMBmHWDtjCCqGKaeNXPQMt YlBexObxnIZCPxAWteyLfccAheSVySxXFnuUkIaapsYXrkeYdtRCCRtlzeMhisFrpI mnCXETnOEa fkmIGAO psrAtNRimCnfhNu ZnV,35-44,Startup
USA,Education,Stable Diffusion,98.39,4903,2024,zAdxExXjgysqEafsLKDQOqgHVhXMDnTLued ijYXNZsFrNfajTKDoImtqHnfFSqOMEfvtqPjFEbbZJtCQJEpEwTotSDCU jrEykboWnhFKqRIHHEBzdRc axXHEizFRyyflezjRCRwKAi aEomUBgm,45-54,SME
China,Education,Bard,7.61,410,2024,SBUNBmZ IEskPvEXpYHofkMpNYbQLe LxxKkCSWBCWKGlRDGeFQL UktcbcrrZGPpuGIfSXEVchGSDARbmrZmuMXVHMRMXvlbZWnSfgqrVeWliVijtcNcrNSTIPebgyBhkuywpCfqpOUkLbKkhMQGt,35-44,Startup
Brazil,Education,ChatGPT,60.54,6292,2023,KzlmaDKrTXddpIbzQKqAwLMEUnSwvXsYJbTVPmWrYEDrFBabQWnlgdtDdZabugAdSPTyFsUjbqxunWVeg UhZltJCwmWvCbAvNKtCR fFFJGmcHIwRYbINDgNpdfKkuyoRWhpBfWFIPEGjTtQB xmX,55+,Enterprise
UK,Education,Midjourney,20.23,8990,2023,ReLArweWrRrjeQlGhgJSZMZFVzWCmmkFZrErWJaePftAwqy CbTtrFlMXplICmRUJI JDWDnkSKRJAPRkpeq WTGLpAw lmcoDTvppJkGrqUIjhtOnUPJdrTjOBzCGgiPrsiWIsJDRLBHMqDbNFpOb,55+,Startup
